"Transaction Date","Transaction ID","Transaction Status","Transaction Type","From","To","Plant Community Type","Sub Region","Offset Trading Group","Vegetation Formation","Scientific Name","Common Name","Number Of Credits","Price Per Credit (Ex-GST)","Philanthropic Reason For Transfer Disclosed","Retirement Reason","Other Reason for Retiring","Reference Number of Obligation","Address of Obligation","Local Government Area of Obligation","Date of Consent Approval"
"2023-03-31","00039422","Completed","Retire","CR-21258","CR-21374","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Lower Hunter Spotted Gum Ironbark Forest in the Sydney Basin and NSW North Coast Bioregions","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","5","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","8/2022/218/1 and 8/2022/296/1","388 Tuckers Lane, Greta NSW 2334","Cessnock City Council","2022-10-24"
"2023-03-31","00039424","Completed","Transfer","CR-18924","CR-21391","","Clarence Lowlands","","","Persicaria elatior","Tall Knotweed","1","1800","No","","","","","",""
"2023-04-12","00039598","Completed","Transfer","CR-4075","CR-21594","","Inland Slopes","","","Petaurus norfolcensis","Squirrel Glider","521","500","No","","","","","",""
"2023-04-12","00039597","Completed","Transfer","CR-1588","CR-21595","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","66","4350","No","","","","","",""
"2023-04-17","00039962","Completed","Retire","CR-21595","CR-21625","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","66","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","EPBC 2017/8039 and DA/0311/1617","129 Marys Mount Road, Goulburn NSW 2580","Goulburn Mulwaree Council","2022-09-18"
"2023-04-17","00039964","Completed","Transfer","CR-20670","CR-21626","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Hill End","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","354","6000","No","","","","","",""
"2023-04-20","00040049","Completed","Transfer","CR-19257","CR-21670","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","70","35000","No","","","","","",""
"2023-04-26","00040139","Completed","Transfer","CR-9795","CR-21753","Tallowwood - Brush Box - Sydney Blue Gum moist shrubby tall open forest on foothills of the lower North Coast","Karuah Manning","North Coast Wet Sclerophyll Forests <50%","Wet Sclerophyll Forests (Shrubby sub-formation)","","","67","3600","No","","","","","",""
"2023-05-01","00040236","Completed","Retire","CR-21670","CR-21803","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","51","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA1308/2021","135 Kurrajong Road, Prestons NSW 2170","Liverpool City Council","2022-07-27"
"2023-05-01","00040245","Completed","Retire","CR-21670","CR-21814","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","19","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA1382/2021","125 Kurrajong Road, Prestons NSW 2170","Liverpool City Council","2022-08-02"
"2023-05-04","00040333","Completed","Transfer","CR-6303","CR-21865","Black Cypress Pine - Narrow-leaved Ironbark - red gum +/- White Bloodwood shrubby open forest on hills of the southern Pilliga, Coonabarabran and Garawilla regions, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","31","2500","No","","","","","",""
"2023-05-10","00040415","Completed","Transfer","CR-5782","CR-21988","","Karuah Manning","","","Phascolarctos cinereus","Koala","168","375","No","","","","","",""
"2023-05-18","00040574","Completed","Retire","CR-21626","CR-22133","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Hill End","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","354","0","","For the purposes of a planning agreement (purpose under section 7.4 of the Environmental Planning and Assessment Act, 1979","","SSD10452","465 Blue Springs Road, Stubbo, NSW 2852","Mid-Western Regional Council","2021-06-29"
"2023-05-18","00040575","Completed","Transfer","CR-6208","CR-22134","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","5","4500","No","","","","","",""
"2023-05-24","00040683","Completed","Retire","CR-22134","CR-22301","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","5","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA111/2022","96 Boulton Drive, Paterson NSW 2421","Dungog Shire Council","2023-04-19"
"2023-05-25","00040719","Completed","Transfer","CR-20723","CR-22339","","Monaro","","","Swainsona sericea","Silky Swainson-pea","98","1500","No","","","","","",""
"2023-05-29","00040536","Completed","Transfer","CR-18707","CR-22475","Candlebark - Blakely's Red Gum - Long-leaved Box grassy woodland in the Rye Park to Yass region of the NSW South Western Slopes Bioregion and South Eastern Highland Bioregion","Crookwell","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","439","10898.18","No","","","","","",""
"2023-05-29","00040536","Completed","Transfer","CR-18709","CR-22476","Brittle Gum - Broad-leaved Peppermint - Red Stringybark open forest in the north-western part (Yass to Orange) of the South Eastern Highlands Bioregion","Crookwell","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","7","3000","No","","","","","",""
"2023-05-30","00040803","Completed","Transfer","CR-5778","CR-22539","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Lower Hunter Spotted Gum Ironbark Forest in the Sydney Basin and NSW North Coast Bioregions","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","147","4000","No","","","","","",""
"2023-05-30","00040803","Completed","Transfer","CR-5779","CR-22540","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","107","3200","No","","","","","",""
"2023-06-01","00040863","Completed","Transfer","CR-17774","CR-22674","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","251","4400","No","","","","","",""
"2023-06-01","00040863","Completed","Transfer","CR-17776","CR-22675","White Box - White Cypress Pine - Western Grey Box shrub/grass/forb woodland in the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","19","4400","No","","","","","",""
"2023-06-01","00040863","Completed","Transfer","CR-17777","CR-22676","White Box - Rough-barked Apple alluvial woodland of the NSW central western slopes including in the Mudgee region","Inland Slopes","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","121","4400","No","","","","","",""
"2023-06-01","00040866","Completed","Transfer","CR-12892","CR-22677","","Cumberland","","","Myotis macropus","Southern Myotis","400","2000","No","","","","","",""
"2023-06-02","00040882","Completed","Retire","CR-21865","CR-22701","Black Cypress Pine - Narrow-leaved Ironbark - red gum +/- White Bloodwood shrubby open forest on hills of the southern Pilliga, Coonabarabran and Garawilla regions, Brigalow Belt South Bioregion","Pilliga","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","31","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA 2019/36.2","116 Euromedah Road, Narromine, NSW 2821","Narromine","2022-08-25"
"2023-06-02","00040878","Completed","Transfer","CR-20717","CR-22703","Apple Box - Broad-leaved Peppermint dry open forest of the South Eastern Highlands Bioregion","Monaro","Southern Tableland Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","52","3257","No","","","","","",""
"2023-06-02","00040878","Completed","Transfer","CR-20718","CR-22704","Apple Box - Broad-leaved Peppermint dry open forest of the South Eastern Highlands Bioregion","Monaro","Southern Tableland Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","2","3257","No","","","","","",""
"2023-06-02","00040878","Completed","Transfer","CR-20719","CR-22705","Yellow Box grassy woodland of the northern Monaro and Upper Shoalhaven area, South Eastern Highlands Bioregion","Monaro","White Box - Yellow Box - Blakely's Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","248","5525","No","","","","","",""
"2023-06-02","00040878","Completed","Transfer","CR-20720","CR-22706","Yellow Box grassy woodland of the northern Monaro and Upper Shoalhaven area, South Eastern Highlands Bioregion","Monaro","White Box - Yellow Box - Blakely's Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","119","5525","No","","","","","",""
"2023-06-02","00040878","Completed","Transfer","CR-20825","CR-22702","","Monaro","","","Aprasia parapulchella","Pink-tailed Legless Lizard","24","463","No","","","","","",""
"2023-06-15","00041136","Completed","Retire","CR-21391","CR-22924","","Clarence Lowlands","","","Persicaria elatior","Tall Knotweed","1","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","SSD 9536","Wyong Hospital - 664 Pacific Highway, Hamlyn Terrace NSW 2258","Central Coast Council","2019-08-29"
"2023-06-15","00041139","Completed","Retire","CR-20713","CR-22925","Grey Gum - Rough-barked Apple alluvial flat woodland in the upper Hunter Valley, mainly Sydney Basin Bioregion","Wollemi","Sydney Hinterland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","11","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","SSD 9536","Wyong Hospital - 664 Pacific Highway, Hamlyn Terrace NSW 2258","Central Coast Council","2019-08-29"
"2023-06-15","00041144","Completed","Retire","CR-20716","CR-22926","","Clarence Lowlands","","","Petaurus norfolcensis","Squirrel Glider","422","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","GWH Upgrade - Little Hartley to Lithgow (West Section)","Great Western Highway Upgrade Program - Little Hartley to Lithgow (West Section)","City of Lithgow Council","2022-05-02"
"2023-06-15","00041148","Completed","Retire","CR-20716","CR-22927","","Clarence Lowlands","","","Petaurus norfolcensis","Squirrel Glider","894","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","GWH Upgrade - Little Hartley to Lithgow (West Section)","Great Western Highway Upgrade Program - Little Hartley to Lithgow (West Section)","City of Lithgow Council",""
"2023-06-15","00041152","Completed","Retire","CR-21329","CR-22928","","Cumberland","","","Chalinolobus dwyeri","Large-eared Pied Bat","103","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","GWH Upgrade - Little Hartley to Lithgow (West Section)","Great Western Highway Upgrade Program - Little Hartley to Lithgow (West Section)","City of Lithgow Council","2022-05-02"
"2023-06-15","00041155","Completed","Retire","CR-20715","CR-22929","","Clarence Lowlands","","","Myotis macropus","Southern Myotis","139","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","DOC21-1145805","Hume Bypass","Wagga Wagga City Council","2022-05-12"
"2023-06-15","00041157","Completed","Retire","CR-20715","CR-22930","","Clarence Lowlands","","","Myotis macropus","Southern Myotis","59","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","DA/1286/2019/A & DA/1288/2019","Morisset Caravan Park and Camping Ground, 27 Wyee Road, MORISSET NSW 
2264, 126 Dora Street, MORISSET NSW 2264, 380 Dora Street, MORISSET NSW 2264, 118C Dora Street, 
MORISSET NSW 2264","Lake Macquarie City Council","2022-05-30"
"2023-06-15","00041160","Completed","Retire","CR-21594","CR-22931","","Inland Slopes","","","Petaurus norfolcensis","Squirrel Glider","521","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","DA/1286/2019/A & DA/1288/2019","Morisset Caravan Park and Camping Ground, 27 Wyee Road, Morisset NSW 2264, 126 Dora Street, Morisset NSW 2264, 380 Dora Street, Morisset NSW 2264, 118C Dora Street, Morisset NSW 2264.","Lake Macquarie City Council","2022-05-30"
"2023-06-15","00041164","Completed","Retire","CR-20715","CR-22932","","Clarence Lowlands","","","Myotis macropus","Southern Myotis","90","0","","For the purpose of BCT complying with an obligation to retire Biodiversity Credits","","DA/110/2019","97 Minnesota Road, Hamlyn Terrace NSW 2259","Central Coast Council","2022-04-07"
